# Czas Amplituda
0.725001 -0.305000
0.727779 -0.310000
0.730557 -0.325000
0.733334 -0.310000
0.736112 -0.300000
0.738890 -0.290000
0.741668 -0.310000
0.744446 -0.325000
0.747223 -0.330000
0.750001 -0.315000
0.752779 -0.300000
0.755557 -0.305000
0.758335 -0.310000
0.761112 -0.320000
0.763890 -0.330000
0.766668 -0.325000
0.769446 -0.315000
0.772223 -0.310000
0.775001 -0.305000
0.777779 -0.305000
0.780557 -0.310000
0.783335 -0.300000
0.786112 -0.305000
0.788890 -0.290000
0.791668 -0.300000
0.794446 -0.300000
0.797223 -0.305000
0.800001 -0.305000
0.802779 -0.290000
0.805557 -0.280000
0.808335 -0.295000
0.811112 -0.305000
0.813890 -0.315000
0.816668 -0.305000
0.819446 -0.295000
0.822223 -0.290000
0.825001 -0.280000
0.827779 -0.270000
0.830557 -0.275000
0.833335 -0.275000
0.836112 -0.270000
0.838890 -0.250000
0.841668 -0.250000
0.844446 -0.255000
0.847224 -0.225000
0.850001 -0.220000
0.852779 -0.205000
0.855557 -0.200000
0.858335 -0.205000
0.861112 -0.215000
0.863890 -0.230000
0.866668 -0.220000
0.869446 -0.225000
0.872224 -0.225000
0.875001 -0.225000
0.877779 -0.230000
0.880557 -0.235000
0.883335 -0.240000
0.886112 -0.235000
0.888890 -0.220000
0.891668 -0.210000
0.894446 -0.205000
0.897224 -0.245000
0.900001 -0.285000
0.902779 -0.285000
0.905557 -0.300000
0.908335 -0.310000
0.911113 -0.330000
0.913890 -0.330000
0.916668 -0.325000
0.919446 -0.315000
0.922224 -0.320000
0.925001 -0.315000
0.927779 -0.325000
0.930557 -0.340000
0.933335 -0.345000
0.936113 -0.340000
0.938890 -0.340000
0.941668 -0.350000
0.944446 -0.345000
0.947224 -0.355000
0.950001 -0.330000
0.952779 -0.335000
0.955557 -0.330000
0.958335 -0.320000
0.961113 -0.345000
0.963890 -0.355000
0.966668 -0.340000
0.969446 -0.330000
0.972224 -0.325000
0.975002 -0.330000
0.977779 -0.350000
0.980557 -0.365000
0.983335 -0.360000
0.986113 -0.380000
0.988890 -0.425000
0.991668 -0.445000
0.994446 -0.475000
0.997224 -0.510000
1.000002 -0.535000
1.002779 -0.505000
1.005557 -0.415000
1.008335 -0.300000
1.011113 -0.160000
1.013890 -0.015000
1.016668 0.235000
1.019446 0.490000
1.022224 0.720000
1.025002 0.875000
1.027779 0.940000
1.030557 0.905000
1.033335 0.755000
1.036113 0.490000
1.038890 0.165000
1.041668 -0.110000
1.044446 -0.270000
1.047224 -0.390000
1.050002 -0.450000
1.052779 -0.475000
1.055557 -0.455000
1.058335 -0.425000
1.061113 -0.390000
1.063891 -0.390000
1.066668 -0.385000
1.069446 -0.390000
1.072224 -0.380000
1.075002 -0.380000
1.077779 -0.380000
1.080557 -0.395000
1.083335 -0.385000
1.086113 -0.385000
1.088891 -0.385000
1.091668 -0.375000
1.094446 -0.395000
1.097224 -0.410000
1.100002 -0.410000
1.102779 -0.400000
1.105557 -0.395000
1.108335 -0.390000
1.111113 -0.405000
1.113891 -0.395000
1.116668 -0.385000
1.119446 -0.375000
1.122224 -0.390000
1.125002 -0.390000
1.127780 -0.405000
1.130557 -0.410000
1.133335 -0.410000
1.136113 -0.390000
1.138891 -0.390000
1.141668 -0.395000
1.144446 -0.405000
1.147224 -0.415000
1.150002 -0.400000
1.152780 -0.410000
1.155557 -0.405000
1.158335 -0.410000
1.161113 -0.415000
1.163891 -0.410000
1.166668 -0.400000
1.169446 -0.400000
1.172224 -0.395000
1.175002 -0.390000
1.177780 -0.405000
1.180557 -0.410000
1.183335 -0.390000
1.186113 -0.390000
1.188891 -0.385000
1.191669 -0.385000
1.194446 -0.410000
1.197224 -0.405000
1.200002 -0.395000
1.202780 -0.390000
1.205557 -0.375000
1.208335 -0.390000
1.211113 -0.395000
1.213891 -0.410000
1.216669 -0.400000
1.219446 -0.390000
1.222224 -0.390000
1.225002 -0.385000
1.227780 -0.405000
1.230557 -0.415000
1.233335 -0.415000
1.236113 -0.400000
1.238891 -0.395000
1.241669 -0.405000
1.244446 -0.415000
1.247224 -0.420000
1.250002 -0.420000
1.252780 -0.410000
1.255557 -0.415000
1.258335 -0.425000
1.261113 -0.420000
1.263891 -0.435000
1.266669 -0.430000
1.269446 -0.430000
1.272224 -0.420000
1.275002 -0.430000
1.277780 -0.450000
1.280558 -0.455000
1.283335 -0.450000
1.286113 -0.435000
1.288891 -0.445000
1.291669 -0.450000
1.294446 -0.455000
1.297224 -0.470000
1.300002 -0.460000
1.302780 -0.455000
1.305558 -0.450000
1.308335 -0.455000
1.311113 -0.470000
1.313891 -0.475000
1.316669 -0.460000
1.319446 -0.450000
1.322224 -0.445000
1.325002 -0.440000
1.327780 -0.435000
1.330558 -0.440000
1.333335 -0.410000
1.336113 -0.395000
1.338891 -0.370000
1.341669 -0.365000
1.344447 -0.360000
1.347224 -0.365000
1.350002 -0.340000
1.352780 -0.325000
1.355558 -0.315000
1.358335 -0.320000
1.361113 -0.330000
1.363891 -0.330000
1.366669 -0.320000
1.369447 -0.310000
1.372224 -0.300000
1.375002 -0.300000
1.377780 -0.320000
1.380558 -0.320000
1.383335 -0.315000
1.386113 -0.305000
1.388891 -0.305000
1.391669 -0.295000
1.394447 -0.320000
1.397224 -0.330000
1.400002 -0.305000
1.402780 -0.310000
1.405558 -0.300000
1.408336 -0.300000
1.411113 -0.320000
1.413891 -0.325000
1.416669 -0.310000
1.419447 -0.305000
1.422224 -0.315000
1.425002 -0.305000
1.427780 -0.315000
1.430558 -0.315000
1.433336 -0.310000
1.436113 -0.295000
1.438891 -0.290000
1.441669 -0.305000
1.444447 -0.310000
1.447224 -0.320000
1.450002 -0.315000
1.452780 -0.300000
1.455558 -0.315000
1.458336 -0.315000
1.461113 -0.315000
1.463891 -0.330000
1.466669 -0.315000
1.469447 -0.320000
1.472224 -0.315000
1.475002 -0.325000
1.477780 -0.335000
1.480558 -0.340000
1.483336 -0.335000
1.486113 -0.335000
1.488891 -0.330000
1.491669 -0.325000
1.494447 -0.345000
1.497225 -0.350000
1.500002 -0.345000
1.502780 -0.335000
1.505558 -0.330000
1.508336 -0.330000
1.511113 -0.345000
1.513891 -0.345000
1.516669 -0.345000
1.519447 -0.320000
1.522225 -0.330000
1.525002 -0.335000
1.527780 -0.340000
1.530558 -0.355000
1.533336 -0.335000
1.536113 -0.330000
1.538891 -0.330000
1.541669 -0.335000
1.544447 -0.355000
1.547225 -0.360000
1.550002 -0.355000
1.552780 -0.350000
1.555558 -0.340000
1.558336 -0.345000
1.561114 -0.345000
1.563891 -0.345000
1.566669 -0.345000
1.569447 -0.330000
1.572225 -0.330000
1.575002 -0.335000
1.577780 -0.345000
1.580558 -0.350000
1.583336 -0.350000
1.586114 -0.340000
1.588891 -0.330000
1.591669 -0.345000
1.594447 -0.345000
1.597225 -0.355000
1.600002 -0.350000
1.602780 -0.340000
1.605558 -0.330000
1.608336 -0.340000
1.611114 -0.340000
1.613891 -0.340000
1.616669 -0.330000
1.619447 -0.335000
1.622225 -0.330000
1.625003 -0.335000
1.627780 -0.345000
1.630558 -0.345000
1.633336 -0.340000
1.636114 -0.330000
1.638891 -0.315000
1.641669 -0.295000
1.644447 -0.300000
1.647225 -0.295000
1.650003 -0.285000
1.652780 -0.275000
1.655558 -0.265000
1.658336 -0.265000
1.661114 -0.265000
1.663891 -0.255000
1.666669 -0.250000
1.669447 -0.240000
1.672225 -0.225000
1.675003 -0.215000
1.677780 -0.240000
1.680558 -0.245000
1.683336 -0.240000
1.686114 -0.245000
1.688891 -0.235000
1.691669 -0.245000
1.694447 -0.250000
1.697225 -0.275000
1.700003 -0.275000
1.702780 -0.265000
1.705558 -0.250000
1.708336 -0.225000
1.711114 -0.220000
1.713892 -0.230000
1.716669 -0.265000
1.719447 -0.270000
1.722225 -0.280000
1.725003 -0.285000
1.727780 -0.305000
1.730558 -0.320000
1.733336 -0.340000
1.736114 -0.330000
1.738892 -0.335000
1.741669 -0.335000
1.744447 -0.355000
1.747225 -0.370000
1.750003 -0.360000
1.752780 -0.345000
1.755558 -0.350000
1.758336 -0.355000
1.761114 -0.365000
1.763892 -0.375000
1.766669 -0.380000
1.769447 -0.370000
1.772225 -0.365000
1.775003 -0.365000
1.777781 -0.380000
1.780558 -0.385000
1.783336 -0.380000
1.786114 -0.375000
1.788892 -0.355000
1.791669 -0.370000
1.794447 -0.390000
1.797225 -0.405000
1.800003 -0.410000
1.802781 -0.435000
1.805558 -0.465000
1.808336 -0.490000
1.811114 -0.520000
1.813892 -0.555000
1.816669 -0.570000
1.819447 -0.525000
1.822225 -0.405000
1.825003 -0.250000
1.827781 -0.090000
1.830558 0.120000
1.833336 0.410000
1.836114 0.690000
1.838892 0.885000
1.841670 0.960000
1.844447 0.850000
1.847225 0.520000
1.850003 0.050000
1.852781 -0.320000
1.855558 -0.500000
1.858336 -0.505000
1.861114 -0.445000
1.863892 -0.415000
1.866670 -0.395000
1.869447 -0.390000
1.872225 -0.395000
1.875003 -0.390000
1.877781 -0.395000
1.880558 -0.405000
1.883336 -0.395000
1.886114 -0.405000
1.888892 -0.390000
1.891670 -0.395000
1.894447 -0.395000
1.897225 -0.410000
1.900003 -0.405000
1.902781 -0.400000
1.905558 -0.400000
1.908336 -0.415000
1.911114 -0.405000
1.913892 -0.420000
1.916670 -0.415000
1.919447 -0.405000
1.922225 -0.405000
1.925003 -0.420000
1.927781 -0.420000
1.930559 -0.435000
1.933336 -0.420000
1.936114 -0.410000
1.938892 -0.410000
1.941670 -0.405000
1.944447 -0.425000
1.947225 -0.430000
1.950003 -0.420000
1.952781 -0.415000
1.955559 -0.410000
1.958336 -0.410000
1.961114 -0.425000
1.963892 -0.420000
1.966670 -0.400000
1.969447 -0.395000
1.972225 -0.400000
1.975003 -0.400000
1.977781 -0.395000
1.980559 -0.415000
1.983336 -0.405000
1.986114 -0.390000
1.988892 -0.400000
1.991670 -0.400000
1.994448 -0.415000
1.997225 -0.425000
